"","GISJOIN","STATE","state_county","YEAR","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","South American","Other Hispanic or Latino","Total Hispanic or Latino","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"1566","G1700890852904","Illinois","17089",2000,1254,62,2,0,9,0,93,1420,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,89,"Kane"
"1567","G1700890852905","Illinois","17089",2000,1201,112,9,2,10,10,162,1506,0,6,3,1,0,0,0,0,7,1,1,1,0,0,0,0,0,0,11,0,151,"Kane"
"1568","G1700890853001","Illinois","17089",2000,262,30,5,0,3,17,32,349,0,1,1,0,0,1,0,5,0,0,9,0,0,0,0,3,0,0,1,0,31,"Kane"
"1569","G1700890853002","Illinois","17089",2000,2225,177,9,5,43,30,271,2760,3,20,11,0,1,4,4,4,2,4,6,7,0,5,0,0,2,1,16,0,254,"Kane"
"1570","G1700890853003","Illinois","17089",2000,1023,180,8,7,11,14,102,1345,0,8,1,0,0,1,1,6,0,0,2,0,0,1,0,5,0,0,12,0,90,"Kane"
"1571","G1700890853004","Illinois","17089",2000,208,18,0,0,2,7,17,252,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,15,"Kane"
"1572","G1700890853100","Illinois","17089",2000,641,51,7,0,5,5,49,758,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,3,0,46,"Kane"
"1573","G1700890853200","Illinois","17089",2000,2349,128,1,4,11,9,225,2727,0,7,0,3,0,0,1,0,1,1,0,5,0,0,0,0,2,1,13,0,211,"Kane"
"1574","G1700890853300","Illinois","17089",2000,1841,98,0,0,7,18,154,2118,0,5,1,1,0,0,0,5,6,0,2,3,0,0,0,0,2,1,3,0,150,"Kane"
"1575","G1700890853400","Illinois","17089",2000,6147,145,2,0,20,3,347,6664,0,3,10,2,1,3,1,0,0,0,2,1,0,0,0,0,0,0,20,0,327,"Kane"
"1576","G1700890853500","Illinois","17089",2000,3131,159,5,1,24,4,269,3593,0,1,0,5,0,18,0,0,1,0,2,0,0,1,0,0,0,6,4,7,252,"Kane"
"1577","G1700890853600","Illinois","17089",2000,4547,220,10,5,20,6,414,5222,0,8,10,0,1,0,1,1,1,0,0,0,0,0,0,4,0,1,29,0,384,"Kane"
"1578","G1700890853700","Illinois","17089",2000,195,15,1,0,0,0,12,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,"Kane"
"1579","G1700890853800","Illinois","17089",2000,815,51,0,2,2,0,94,964,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,86,"Kane"
"1580","G1700890853900","Illinois","17089",2000,411,48,9,3,10,5,47,533,0,3,0,0,1,6,0,0,0,0,2,0,0,3,0,0,0,0,6,0,41,"Kane"
"1581","G1700890854001","Illinois","17089",2000,251,19,1,0,2,4,41,318,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,4,1,36,"Kane"
"1582","G1700890854002","Illinois","17089",2000,816,139,7,0,5,8,92,1067,1,1,0,1,0,2,0,1,0,0,3,0,0,4,0,0,0,0,16,0,76,"Kane"
"1583","G1700890854100","Illinois","17089",2000,2109,145,3,1,15,4,181,2458,2,1,1,0,0,11,0,0,0,0,1,0,0,3,0,0,0,0,7,1,173,"Kane"
"1584","G1700890854200","Illinois","17089",2000,2112,114,6,0,25,18,212,2487,1,12,2,3,0,5,2,1,3,4,9,1,0,0,0,0,0,3,21,0,188,"Kane"
"1585","G1700890854300","Illinois","17089",2000,4488,224,8,2,42,10,366,5140,2,15,2,13,1,9,0,0,0,0,8,0,0,2,0,0,0,2,15,3,346,"Kane"
"1586","G1700890854400","Illinois","17089",2000,1706,151,3,1,21,12,199,2093,0,6,3,1,2,7,2,0,1,2,4,2,0,3,0,0,0,0,26,0,173,"Kane"
"1587","G1700890854501","Illinois","17089",2000,114,25,3,0,1,9,23,175,0,0,1,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,3,0,20,"Kane"
"1588","G1700890854502","Illinois","17089",2000,305,49,24,0,4,13,78,473,1,1,1,0,1,0,0,5,0,1,0,4,1,0,0,2,0,2,11,3,62,"Kane"
"1589","G1700930890100","Illinois","17093",2000,416,70,15,0,11,7,56,575,0,2,0,0,4,5,0,0,2,0,3,1,0,1,0,0,0,1,4,0,51,"Kendall"
"1590","G1700930890201","Illinois","17093",2000,307,30,8,0,1,3,52,401,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,5,0,46,"Kendall"
"1591","G1700930890202","Illinois","17093",2000,205,53,0,0,0,2,26,286,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,25,"Kendall"
"1592","G1700930890300","Illinois","17093",2000,580,86,3,0,6,5,68,748,0,1,2,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,6,0,62,"Kendall"
"1593","G1700930890400","Illinois","17093",2000,170,40,6,0,10,3,42,271,0,8,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,36,"Kendall"
"1594","G1700930890500","Illinois","17093",2000,1437,35,5,0,1,9,82,1569,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,7,1,74,"Kendall"
"1595","G1700930890600","Illinois","17093",2000,82,15,0,0,0,5,31,133,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,21,"Kendall"
"1596","G1700930890700","Illinois","17093",2000,86,4,0,0,1,2,10,103,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,5,"Kendall"
"1597","G1700970000000","Illinois","17097",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"1598","G1700970860101","Illinois","17097",2000,443,149,11,0,33,12,76,724,0,1,4,0,8,18,2,3,0,0,5,0,0,3,0,0,1,0,1,0,75,"Lake"
"1599","G1700970860103","Illinois","17097",2000,102,24,0,0,7,0,22,155,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14,"Lake"
"1600","G1700970860104","Illinois","17097",2000,112,43,4,0,6,1,25,191,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,21,"Lake"
"1601","G1700970860200","Illinois","17097",2000,217,55,0,1,12,26,21,332,1,0,0,9,0,2,0,0,0,3,7,10,0,2,0,0,4,0,0,0,21,"Lake"
"1602","G1700970860301","Illinois","17097",2000,456,151,0,8,39,13,102,769,1,1,30,1,0,2,4,1,0,9,2,0,0,0,0,0,1,0,10,0,92,"Lake"
"1603","G1700970860302","Illinois","17097",2000,335,77,2,0,4,7,62,487,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,53,"Lake"
"1604","G1700970860400","Illinois","17097",2000,675,146,8,3,27,12,96,967,0,4,6,0,0,11,6,0,0,0,9,0,0,3,0,0,0,0,7,2,87,"Lake"
"1605","G1700970860500","Illinois","17097",2000,597,119,7,1,14,13,74,825,0,2,10,0,0,2,0,0,0,0,7,1,0,0,0,5,0,0,9,3,62,"Lake"
"1606","G1700970860600","Illinois","17097",2000,471,152,2,1,15,16,57,714,0,3,11,0,0,1,0,0,0,0,13,0,0,3,0,0,0,0,1,2,54,"Lake"
"1607","G1700970860701","Illinois","17097",2000,26,11,0,0,0,1,7,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"Lake"
"1608","G1700970860702","Illinois","17097",2000,55,14,3,1,10,4,15,102,0,1,2,0,1,6,0,0,0,2,1,0,0,1,0,0,0,0,2,0,13,"Lake"
"1609","G1700970860805","Illinois","17097",2000,26,8,0,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Lake"
"1610","G1700970860806","Illinois","17097",2000,130,18,5,0,1,8,12,174,0,0,0,0,0,1,0,3,2,0,1,1,0,1,0,0,0,1,0,0,11,"Lake"
"1611","G1700970860807","Illinois","17097",2000,56,11,1,0,2,0,14,84,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,"Lake"
"1612","G1700970860808","Illinois","17097",2000,41,4,2,0,0,4,3,54,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,"Lake"
"1613","G1700970860809","Illinois","17097",2000,35,9,1,0,7,2,2,56,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Lake"
"1614","G1700970860810","Illinois","17097",2000,127,27,1,0,5,8,17,185,0,4,0,0,1,0,0,2,0,0,2,1,0,0,0,0,3,0,1,0,16,"Lake"
"1615","G1700970860811","Illinois","17097",2000,31,16,6,0,0,1,8,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,"Lake"
"1616","G1700970860903","Illinois","17097",2000,317,31,10,0,6,10,34,408,0,2,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,11,0,23,"Lake"
"1617","G1700970860904","Illinois","17097",2000,123,18,0,0,1,7,16,165,0,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,6,0,10,"Lake"
"1618","G1700970860905","Illinois","17097",2000,187,40,6,0,1,9,28,271,0,1,0,0,0,0,0,1,0,2,1,2,0,3,0,0,0,0,7,0,21,"Lake"
"1619","G1700970860906","Illinois","17097",2000,52,11,0,0,9,2,12,86,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,7,"Lake"
"1620","G1700970861007","Illinois","17097",2000,51,14,6,0,2,0,18,91,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,"Lake"
"1621","G1700970861008","Illinois","17097",2000,107,26,18,0,7,23,36,217,0,7,0,0,0,0,0,2,0,3,11,7,0,0,0,0,0,0,3,4,29,"Lake"
"1622","G1700970861009","Illinois","17097",2000,114,20,4,0,0,16,39,193,0,0,0,0,0,0,0,3,0,0,11,1,0,1,0,0,0,0,6,0,33,"Lake"
"1623","G1700970861010","Illinois","17097",2000,75,24,6,0,2,2,23,132,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,20,"Lake"
"1624","G1700970861011","Illinois","17097",2000,268,80,13,1,29,46,83,520,1,8,4,6,1,9,0,3,0,0,25,14,0,3,0,0,1,1,13,1,68,"Lake"
"1625","G1700970861012","Illinois","17097",2000,60,19,11,0,1,11,28,130,0,0,1,0,0,0,0,0,0,0,6,1,0,3,0,0,1,0,3,3,22,"Lake"
"1626","G1700970861013","Illinois","17097",2000,41,23,3,0,8,3,15,93,2,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,"Lake"
"1627","G1700970861014","Illinois","17097",2000,118,42,0,0,14,4,19,197,0,11,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,9,0,10,"Lake"
"1628","G1700970861104","Illinois","17097",2000,226,54,25,1,5,66,43,420,0,1,0,0,0,3,1,5,2,0,19,29,1,8,0,0,2,0,3,0,40,"Lake"
"1629","G1700970861105","Illinois","17097",2000,136,19,9,3,9,2,21,199,0,1,0,0,3,5,0,0,1,0,1,0,0,0,0,0,0,3,1,4,13,"Lake"
"1630","G1700970861106","Illinois","17097",2000,204,67,19,3,15,33,49,390,2,0,0,2,2,8,1,0,0,2,18,7,2,3,0,0,1,2,10,0,37,"Lake"
"1631","G1700970861201","Illinois","17097",2000,2339,79,11,0,20,36,143,2628,0,3,2,0,0,14,1,7,0,2,11,5,0,8,0,0,3,6,6,1,130,"Lake"
"1632","G1700970861202","Illinois","17097",2000,669,27,6,0,18,8,91,819,0,1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,3,0,2,0,89,"Lake"
"1633","G1700970861301","Illinois","17097",2000,771,54,5,0,33,19,55,937,0,7,3,0,0,19,4,0,0,5,5,1,1,2,0,0,5,1,6,0,48,"Lake"
"1634","G1700970861303","Illinois","17097",2000,1814,57,10,0,38,27,127,2073,0,2,9,0,0,27,0,4,13,0,5,4,0,1,0,0,0,1,17,3,106,"Lake"
"1635","G1700970861304","Illinois","17097",2000,1466,25,1,0,37,11,69,1609,0,4,3,0,0,30,0,3,0,3,4,1,0,0,0,0,0,0,0,0,69,"Lake"
"1636","G1700970861402","Illinois","17097",2000,521,29,4,0,23,22,62,661,0,5,0,4,0,14,0,0,0,2,15,3,0,2,0,0,0,0,4,0,58,"Lake"
"1637","G1700970861403","Illinois","17097",2000,652,37,2,0,14,0,45,750,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,"Lake"
"1638","G1700970861404","Illinois","17097",2000,1375,50,2,1,26,8,110,1572,0,0,4,2,0,11,9,3,0,0,4,0,0,0,0,1,0,0,13,0,97,"Lake"
"1639","G1700970861504","Illinois","17097",2000,1454,103,5,4,77,42,134,1819,2,38,10,0,3,18,6,0,1,6,26,4,0,0,2,3,0,0,3,0,131,"Lake"
"1640","G1700970861505","Illinois","17097",2000,60,35,1,0,1,8,7,112,0,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,2,0,1,0,6,"Lake"
"1641","G1700970861506","Illinois","17097",2000,264,51,5,0,27,16,36,399,0,3,10,2,4,7,1,0,0,4,8,3,0,0,0,0,1,0,5,0,31,"Lake"
"1642","G1700970861507","Illinois","17097",2000,264,68,5,0,31,7,35,410,0,3,9,0,0,19,0,0,1,1,5,0,0,0,0,0,0,0,3,1,31,"Lake"
"1643","G1700970861508","Illinois","17097",2000,108,51,4,0,10,20,32,225,0,4,0,1,3,2,0,0,0,0,18,1,0,1,0,0,0,1,6,0,25,"Lake"
"1644","G1700970861509","Illinois","17097",2000,98,53,1,1,9,9,15,186,0,1,0,0,3,5,0,0,0,0,0,8,0,0,1,0,0,0,3,0,12,"Lake"
"1645","G1700970861510","Illinois","17097",2000,349,61,7,0,5,17,57,496,0,4,1,0,0,0,0,8,0,0,9,0,0,0,0,0,0,8,1,0,48,"Lake"
"1646","G1700970861603","Illinois","17097",2000,87,16,13,3,5,23,11,158,2,1,0,0,1,1,0,2,1,1,11,6,0,2,0,0,0,1,3,0,7,"Lake"
"1647","G1700970861604","Illinois","17097",2000,162,28,18,0,17,17,21,263,2,1,5,0,0,8,1,0,2,0,10,1,0,2,0,0,2,0,6,0,15,"Lake"
"1648","G1700970861605","Illinois","17097",2000,268,115,14,6,19,76,65,563,0,4,2,0,1,3,9,14,3,0,26,9,0,12,1,9,2,1,11,0,53,"Lake"
"1649","G1700970861607","Illinois","17097",2000,150,17,3,2,13,3,19,207,0,0,4,0,0,9,0,1,0,0,0,0,0,1,0,1,0,0,2,1,16,"Lake"
"1650","G1700970861608","Illinois","17097",2000,100,20,12,2,6,7,11,158,0,0,0,0,0,5,1,0,0,0,6,1,0,0,0,0,0,1,3,0,7,"Lake"
"1651","G1700970861701","Illinois","17097",2000,245,52,7,2,3,2,25,336,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,17,"Lake"
"1652","G1700970861702","Illinois","17097",2000,684,120,7,6,77,25,113,1032,0,3,49,4,1,13,7,0,1,0,24,0,0,0,0,0,0,0,14,0,99,"Lake"
"1653","G1700970861803","Illinois","17097",2000,1607,226,10,7,94,26,235,2205,0,14,28,1,0,32,19,0,1,0,25,0,0,0,0,0,0,2,6,0,227,"Lake"
"1654","G1700970861804","Illinois","17097",2000,1673,174,8,5,94,7,179,2140,0,11,49,0,0,24,10,0,0,1,5,1,0,0,0,0,0,0,14,2,163,"Lake"
"1655","G1700970861805","Illinois","17097",2000,845,152,8,2,92,11,120,1230,0,15,51,2,1,21,2,1,0,0,7,3,0,0,0,0,0,0,3,0,117,"Lake"
"1656","G1700970861815","Illinois","17097",2000,365,15,0,0,22,0,35,437,0,0,16,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Lake"
"1657","G1700970861901","Illinois","17097",2000,811,108,3,3,34,8,95,1062,0,1,22,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,1,0,94,"Lake"
"1658","G1700970861902","Illinois","17097",2000,1240,221,5,5,129,40,156,1796,0,9,81,1,0,33,5,5,0,3,21,1,0,8,0,0,2,7,4,0,145,"Lake"
"1659","G1700970862000","Illinois","17097",2000,2831,158,7,9,174,23,204,3406,1,19,107,0,4,39,4,0,0,0,17,3,0,3,0,0,0,0,13,0,191,"Lake"
"1660","G1700970862100","Illinois","17097",2000,2066,170,10,9,148,34,208,2645,0,5,111,1,2,25,4,0,2,0,30,0,0,0,0,0,2,9,14,0,185,"Lake"
"1661","G1700970862200","Illinois","17097",2000,1243,145,1,2,104,12,154,1661,0,18,81,0,0,2,3,0,0,0,11,1,0,0,0,0,0,0,4,0,150,"Lake"
"1662","G1700970862300","Illinois","17097",2000,1235,164,5,8,66,7,83,1568,0,4,60,0,0,1,1,0,0,0,5,0,0,2,0,0,0,1,0,0,82,"Lake"
"1663","G1700970862401","Illinois","17097",2000,1954,96,12,0,186,13,170,2431,0,13,125,0,0,35,13,0,0,2,6,4,0,0,0,1,0,1,2,0,167,"Lake"
"1664","G1700970862402","Illinois","17097",2000,2584,133,0,1,142,25,223,3108,0,13,97,0,4,19,9,0,0,0,21,0,0,0,0,4,0,3,4,0,216,"Lake"
"1665","G1700970862501","Illinois","17097",2000,2825,152,0,0,165,27,233,3402,0,8,107,5,0,41,4,0,0,0,25,0,0,2,0,0,0,8,8,2,215,"Lake"
"1666","G1700970862502","Illinois","17097",2000,1467,93,0,0,53,15,76,1704,0,2,43,2,0,1,5,0,0,0,6,6,0,3,0,0,0,1,0,0,75,"Lake"
"1667","G1700970862603","Illinois","17097",2000,1595,264,4,0,169,30,171,2233,0,21,107,3,4,27,7,1,0,0,27,1,0,0,0,0,1,0,9,0,162,"Lake"
"1668","G1700970862604","Illinois","17097",2000,1649,144,6,4,98,28,176,2105,0,11,55,0,1,23,8,0,0,0,26,2,0,0,0,0,0,0,5,0,171,"Lake"
"1669","G1700970862605","Illinois","17097",2000,1324,197,0,6,66,15,194,1802,0,7,34,0,1,23,1,1,4,1,7,1,0,1,0,0,0,6,1,0,187,"Lake"
"1670","G1700970862700","Illinois","17097",2000,3060,166,1,0,136,5,241,3609,0,8,73,5,1,39,10,0,0,0,0,4,0,0,0,1,0,0,21,0,220,"Lake"
"1671","G1700970862800","Illinois","17097",2000,228,23,2,0,2,0,34,289,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"Lake"
"1672","G1700970862901","Illinois","17097",2000,2046,121,8,0,72,2,119,2368,0,0,41,11,1,16,3,0,0,0,0,1,0,1,0,0,0,2,4,0,113,"Lake"
"1673","G1700970862902","Illinois","17097",2000,520,114,2,0,31,3,39,709,0,5,16,0,0,9,1,0,0,0,3,0,0,0,0,0,0,0,10,0,29,"Lake"
"1674","G1700970863001","Illinois","17097",2000,975,390,46,62,92,116,382,2063,8,11,4,14,22,24,9,1,4,5,45,22,0,28,0,6,5,9,57,2,314,"Lake"
"1675","G1700970863002","Illinois","17097",2000,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"1676","G1700970863100","Illinois","17097",2000,249,47,2,0,21,3,46,368,0,0,7,0,0,11,3,0,0,0,0,2,0,1,0,0,0,0,1,0,45,"Lake"
"1677","G1700970863201","Illinois","17097",2000,555,57,0,1,13,2,45,673,0,0,4,1,0,4,4,0,0,0,2,0,0,0,0,0,0,2,0,1,42,"Lake"
"1678","G1700970863202","Illinois","17097",2000,134,24,14,0,5,18,18,213,0,0,0,0,5,0,0,0,0,0,17,1,0,0,0,0,0,0,3,0,15,"Lake"
"1679","G1700970863300","Illinois","17097",2000,13,2,2,0,0,1,7,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,3,"Lake"
"1680","G1700970863400","Illinois","17097",2000,53,1,3,0,0,5,21,83,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,1,2,17,"Lake"
"1681","G1700970863500","Illinois","17097",2000,57,9,3,0,5,15,33,122,1,2,1,1,0,0,0,2,0,2,7,0,0,0,0,1,3,0,1,0,32,"Lake"
"1682","G1700970863601","Illinois","17097",2000,54,4,5,0,0,16,23,102,0,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,1,1,0,21,"Lake"
"1683","G1700970863603","Illinois","17097",2000,29,11,6,0,0,6,13,65,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,11,"Lake"
"1684","G1700970863604","Illinois","17097",2000,56,0,1,0,0,5,10,72,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,9,"Lake"
"1685","G1700970863701","Illinois","17097",2000,114,7,13,0,4,19,6,163,0,4,0,0,0,0,0,0,0,6,5,2,0,6,0,0,0,0,0,0,6,"Lake"
"1686","G1700970863702","Illinois","17097",2000,60,20,4,2,8,9,14,117,3,1,0,4,0,0,0,0,1,0,5,1,0,1,0,1,0,0,6,0,8,"Lake"
"1687","G1700970863801","Illinois","17097",2000,77,3,4,0,4,11,14,113,0,2,0,0,0,2,0,6,0,0,3,0,0,1,1,0,0,0,3,0,11,"Lake"
"1688","G1700970863802","Illinois","17097",2000,47,2,1,0,0,2,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Lake"
"1689","G1700970863902","Illinois","17097",2000,155,20,8,1,14,29,49,276,1,1,0,0,5,7,0,2,0,2,12,4,0,6,0,3,0,4,12,1,32,"Lake"
"1690","G1700970863903","Illinois","17097",2000,123,3,7,0,8,6,10,157,0,0,0,0,0,8,0,0,0,0,0,2,0,4,0,0,0,1,2,0,7,"Lake"
"1691","G1700970863904","Illinois","17097",2000,30,11,1,0,7,2,1,52,1,1,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"Lake"
"1692","G1700970864001","Illinois","17097",2000,914,17,5,0,40,39,60,1075,1,0,4,2,0,29,4,0,0,0,18,14,0,6,0,0,1,0,6,5,49,"Lake"
"1693","G1700970864002","Illinois","17097",2000,3189,47,1,0,61,14,168,3480,1,11,3,1,0,34,11,0,0,5,9,0,0,0,0,0,0,2,12,0,154,"Lake"
"1694","G1700970864101","Illinois","17097",2000,83,6,1,0,3,1,11,105,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,7,"Lake"
"1695","G1700970864105","Illinois","17097",2000,138,39,6,0,12,31,29,255,0,5,3,0,2,2,0,1,0,0,6,18,0,6,0,0,0,4,3,0,22,"Lake"
"1696","G1700970864106","Illinois","17097",2000,488,32,8,0,21,8,31,588,2,9,1,1,1,7,0,0,0,0,2,0,2,2,0,1,1,0,7,0,24,"Lake"
"1697","G1700970864107","Illinois","17097",2000,378,35,15,1,2,10,47,488,0,1,0,0,0,1,0,3,0,0,5,1,0,1,0,0,0,1,5,0,41,"Lake"
"1698","G1700970864108","Illinois","17097",2000,759,22,3,0,47,18,56,905,1,13,0,0,0,32,1,0,0,1,6,7,0,4,0,0,0,3,1,0,52,"Lake"
"1699","G1700970864203","Illinois","17097",2000,220,10,3,0,1,5,20,259,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,8,2,9,"Lake"
"1700","G1700970864204","Illinois","17097",2000,397,11,5,1,12,3,35,464,0,9,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,32,"Lake"
"1701","G1700970864205","Illinois","17097",2000,273,25,4,0,0,4,42,348,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,0,38,"Lake"
"1702","G1700970864206","Illinois","17097",2000,583,10,4,0,0,3,11,611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,7,"Lake"
"1703","G1700970864303","Illinois","17097",2000,52,13,4,0,3,9,14,95,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,14,"Lake"
"1704","G1700970864305","Illinois","17097",2000,12,6,7,0,10,3,6,44,1,1,3,1,4,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,4,"Lake"
"1705","G1700970864306","Illinois","17097",2000,18,3,7,0,4,1,20,53,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,6,"Lake"
"1706","G1700970864307","Illinois","17097",2000,11,3,2,0,0,1,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,"Lake"
"1707","G1700970864308","Illinois","17097",2000,63,1,4,0,4,9,12,93,0,3,0,0,0,1,0,0,0,5,3,0,0,1,0,0,0,0,8,0,4,"Lake"
"1708","G1700970864402","Illinois","17097",2000,97,26,8,0,4,8,25,168,1,0,0,3,0,0,0,3,1,0,2,1,0,1,0,0,0,0,5,0,20,"Lake"
"1709","G1700970864403","Illinois","17097",2000,109,8,7,0,1,8,20,153,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,6,0,13,"Lake"
"1710","G1700970864407","Illinois","17097",2000,62,14,12,0,2,11,8,109,0,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,5,0,0,0,8,"Lake"
"1711","G1700970864408","Illinois","17097",2000,397,29,8,0,7,7,43,491,0,2,0,0,3,2,0,0,1,0,5,1,0,0,0,0,0,8,10,0,25,"Lake"
"1712","G1700970864409","Illinois","17097",2000,246,21,0,1,7,2,37,314,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0,34,"Lake"
"1713","G1700970864410","Illinois","17097",2000,65,17,6,1,6,21,25,141,2,0,0,0,1,3,0,0,4,3,7,4,0,0,0,3,0,0,6,0,19,"Lake"
"1714","G1700970864411","Illinois","17097",2000,32,3,2,0,0,9,9,55,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0,0,0,0,5,0,4,"Lake"
"1715","G1700970864412","Illinois","17097",2000,51,6,6,0,2,16,25,106,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,5,3,0,10,0,15,"Lake"
"1716","G1700970864502","Illinois","17097",2000,43,2,7,0,5,19,14,90,0,5,0,0,0,0,0,0,5,0,9,0,0,0,0,5,0,1,1,0,12,"Lake"
"1717","G1700970864505","Illinois","17097",2000,157,16,4,0,15,22,26,240,0,11,4,0,0,0,0,5,0,0,4,7,0,3,0,2,1,2,5,1,18,"Lake"
"1718","G1700970864510","Illinois","17097",2000,1820,33,6,1,43,16,100,2019,0,14,10,0,0,19,0,0,1,0,4,3,0,3,0,5,0,3,3,1,93,"Lake"
"1719","G1700970864511","Illinois","17097",2000,270,39,11,3,25,18,27,393,0,7,0,0,4,14,0,3,0,0,11,1,0,0,0,0,3,4,8,0,15,"Lake"
"1720","G1700970864512","Illinois","17097",2000,87,3,8,0,5,6,21,130,0,4,0,0,1,0,0,0,1,0,2,0,1,2,0,0,0,4,0,1,16,"Lake"
"1721","G1700970864513","Illinois","17097",2000,102,18,4,1,12,22,29,188,0,4,4,4,0,0,0,1,0,0,3,7,1,5,0,3,2,0,9,0,20,"Lake"
"1722","G1700970864514","Illinois","17097",2000,62,3,1,1,2,11,14,94,2,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,3,3,4,0,7,"Lake"
"1723","G1700970864515","Illinois","17097",2000,18,2,1,0,2,9,7,39,0,0,0,1,1,0,0,1,0,0,2,5,0,0,0,1,0,1,1,0,5,"Lake"
